1/13/09 11:26,Product1,Clare,Keller ,VA,United States,1/13/09 11:15,Visa,4942561893573109
1/14/09 4:54,Product1,ZENA,Honolulu ,HI,United States,1/14/09 4:34,American Express,374131981458871
1/12/09 7:28,Product1,Megan,La Alberca,Murcia,Spain,12/10/08 16:41,MasterCard,5115423949158377
1/13/09 23:56,Product1,Tod,Coral Gables ,FL,United States,1/13/09 23:13,Visa,4716874922347534
1/14/09 19:32,Product1,Janaina,Miami ,FL,United States,12/16/08 22:19,American Express,348132024006787
1/14/09 11:19,Product1,Jennifer,Jumeira,Dubayy,United Arab Emirates,1/14/09 10:44,Diners Club,30049358269539
1/13/09 19:39,Product1,Jolene ,Englewood ,CO,United States,1/6/09 22:00,Discover,6011531284876305
1/15/09 2:40,Product1,Alexis,Genoa ,IL,United States,1/15/09 2:04,Visa,4556111619049369
1/12/09 6:40,Product1,Dez,Al 'Adliyah,Al Manamah,Bahrain,1/10/09 12:50,American Express,342266915495596
1/15/09 3:43,Product1,Stephanie,Rouen,Upper Normandy,France,12/26/08 9:01,Diners Club,30271871994233
1/10/09 5:21,Product1,CLARE,San Francisco ,CA,United States,1/10/09 0:07,MasterCard,5586756099264796
1/15/09 4:12,Product1,catherine,Keller ,VA,United States,1/15/09 4:02,Visa,4539741490782589
1/12/09 11:48,Product1,Veronique ,Tsawwassen,British Columbia,Canada,7/24/08 15:48,American Express,344700833171051
1/14/09 9:10,Product1,Ellen,Owensboro ,KY,United States,1/14/09 8:25,Discover,6011742203853800
1/14/09 22:44,Product1,Amy,Lakewood Village ,TX,United States,1/14/09 22:21,MasterCard,5140501298561538
1/15/09 11:56,Product1,Heidi,Calgary,Alberta,Canada,1/14/09 9:16,Diners Club,30309231059568
1/15/09 11:58,Product1,Jessica,Kanata,Ontario,Canada,1/14/09 5:59,Discover,6011160286673849
1/12/09 9:43,Product1,Petra,Bergen,Nordrhein-Westfalen,Germany,1/7/09 8:39,MasterCard,5151504576254939
1/15/09 12:33,Product1,Brian,College Park ,MD,United States,1/15/09 12:19,Visa,4485057365736798
1/14/09 11:35,Product1,Kenny,Kailua Kona ,HI,United States,1/13/09 17:42,American Express,341741471210085
1/14/09 15:40,Product1,ayse,Redondo Beach ,CA,United States,1/13/09 19:37,Diners Club,30321369920123
1/12/09 1:37,Product1,IMAN,Brisbane,Queensland,Australia,1/12/09 1:26,Discover,6011083915421630
1/16/09 7:21,Product1,Gerald,Mahopac ,NY,United States,11/3/08 14:28,MasterCard,5265256764019946
1/15/09 12:54,Product1,Annelies,Ile-Perrot,Quebec,Canada,1/15/09 12:22,Visa,4716488966129995
1/16/09 17:41,Product1,Orsi,Rayford ,TX,United States,1/16/09 17:01,Discover,6011483854762772
1/13/09 1:51,Product1,Filip and Teresa,Centurion,Gauteng,South Africa,1/12/09 1:40,MasterCard,5281299635133835
1/15/09 10:24,Product1,Grace ,York,England,United Kingdom,1/13/09 12:30,Visa,4716144812698192
1/11/09 8:59,Product1,Chelsey ,Ashburn ,VA,United States,11/9/08 5:53,American Express,371115288035857
1/15/09 15:56,Product1,Charis,Los Angeles ,CA,United States,11/11/05 11:49,Diners Club,30336053238475
1/17/09 12:59,Product1,Linda,Den Haag,Zuid-Holland,Netherlands,10/29/08 13:09,MasterCard,5516308680774059
1/12/09 12:37,Product1,Janet,Marietta ,GA,United States,9/13/07 14:20,Visa,4532479608163726
1/17/09 16:22,Product1,Chad,West Orange ,NJ,United States,1/17/09 15:22,American Express,349344706197482
1/18/09 5:27,Product1,Anna,Downey ,CA,United States,1/18/09 4:28,Discover,6011418876418771
1/18/09 5:15,Product1,Roger,Urlingford,Kilkenny,Ireland,1/18/09 4:44,MasterCard,5128416897427864
1/18/09 6:30,Product1,Sherri,Freienbach,Schwyz,Switzerland,6/22/08 14:10,American Express,372583338504793
1/11/09 10:51,Product1,Katherine,Hofheim am Taunus,Hessen,Germany,12/6/08 1:34,Diners Club,38799388487608
1/17/09 1:23,Product1,Campbell,Mushrif,,Kuwait,1/16/09 14:26,MasterCard,5163033416877200
1/18/09 2:16,Product1,Ruth,Nashville ,AR,United States,1/16/09 19:32,Visa,4024007187837017
1/18/09 11:34,Product2,Cheryl,New Malden,England,United Kingdom,10/28/05 14:57,American Express,344235229958969
1/18/09 4:38,Product1,Doug,Bishop Auckland,England,United Kingdom,12/28/07 13:39,Diners Club,30013753655981
1/18/09 13:26,Product3,Julianne,Navan,Meath,Ireland,1/18/09 12:20,Discover,6011220804747713
1/18/09 11:53,Product1,Shailesh,Joppa,MD,United States,1/18/09 0:00,MasterCard,5411977245228482
1/18/09 12:04,Product1,Conrad,Joppa,MD,United States,1/18/09 0:00,Visa,4024007106182404
1/13/09 19:54,Product1,Alison,Hampton ,NJ,United States,1/3/06 6:09,American Express,346281566485743
1/14/09 6:32,Product1,Kate,Broadlands ,VA,United States,4/12/06 6:14,Diners Club,38568649614122
1/18/09 16:32,Product2,Therese,Los Angeles ,CA,United States,1/18/09 16:23,Discover,6011663726805319
1/18/09 17:04,Product2,Abdul-L,New York ,NY,United States,1/18/09 16:58,MasterCard,5283556413333483
1/18/09 17:20,Product2,heidi,Saint Paul ,MN,United States,1/18/09 17:16,Visa,4716210955350352
1/18/09 17:39,Product2,jiyoung,New York ,NY,United States,1/18/09 17:34,American Express,372189937763275
1/11/09 11:20,Product1,Klara,Spring Lake Park ,MN,United States,12/31/08 19:48,Diners Club,38300829526391
1/13/09 20:59,Product1,Andrew,Winnipeg,Manitoba,Canada,1/13/09 16:44,Discover,6011169865069816
1/12/09 16:50,Product1,Vicki and Bill,Seattle ,WA,United States,1/4/09 21:33,MasterCard,5223232053272398
1/12/09 15:12,Product1,David,Deptford ,NJ,United States,1/12/09 14:07,Visa,4929834758493607
1/18/09 23:17,Product1,Greg,Washington ,DC,United States,1/18/09 15:18,Diners Club,36519817897884
1/14/09 18:21,Product1,luciana,Athens ,GA,United States,9/25/05 6:25,Visa,4532024200475167
1/11/09 19:01,Product1,Maja,Hoschton ,GA,United States,1/11/09 18:17,American Express,379629155592057
1/14/09 5:20,Product2,Kristen,Binningen,Basel-Country,Switzerland,1/12/09 13:31,Diners Club,30091075930662
1/15/09 8:07,Product1,Kirstie,Royal Oak ,MI,United States,12/13/08 19:35,Discover,6011814718542002
1/15/09 8:10,Product1,Scott ,Royal Oak ,MI,United States,12/13/08 19:35,MasterCard,5290232706106629
1/19/09 16:10,Product1,Frank,Old Greenwich ,CT,United States,1/19/09 15:31,Visa,4024007129910427
1/19/09 16:55,Product1,scott,Coconut Grove ,FL,United States,1/19/09 16:18,American Express,346211292027675
1/10/09 17:41,Product1,Jiri,Vienna ,VA,United States,1/10/09 16:32,Diners Club,30210492793525
1/18/09 13:49,Product2,Bev,San Ramon ,CA,United States,1/11/09 12:00,Discover,6011922550090095
1/15/09 5:47,Product1,Dave and Amy,Norfolk ,VA,United States,1/15/09 0:21,MasterCard,5366189834733410
1/19/09 23:06,Product1,Rebecca,Norfolk ,VA,United States,1/19/09 22:53,Visa,4929155841327432
1/19/09 11:12,Product1,Melissa,Aberdeen,Scotland,United Kingdom,8/27/08 8:22,American Express,373826945181052
1/20/09 3:11,Product1,Randy,Wigan,England,United Kingdom,1/20/09 3:02,Discover,6011249660882967
1/20/09 5:24,Product3 ,Amanda,Shreveport ,LA,United States,1/20/09 5:13,Visa,4929475639976087
1/20/09 6:03,Product1,Andrea ,Shreveport ,LA,United States,1/20/09 5:13,American Express,343334152844899
1/10/09 11:37,Product1,Joanna,Little Silver ,NJ,United States,12/28/08 20:10,Diners Club,36687153731650
1/20/09 5:50,Product1,Jessica,Abbey Town,England,United Kingdom,1/20/09 4:23,Discover,6011322535557252
1/19/09 16:32,Product1,alison,Mid City West ,PA,United States,1/19/09 10:24,MasterCard,5175388508951420
1/18/09 10:42,Product1,malin,Atlanta,Georgia,United States,1/18/09 0:00,Visa,4024007180924838
1/20/09 12:34,Product1,Anastasia,NYC ,NY,United States,1/20/09 12:17,Discover,6011459934599152
1/20/09 3:51,Product1,Elizabeth,The Grange,Queensland,Australia,11/12/08 3:34,MasterCard,5507470930387966
1/15/09 11:26,Product1,Nicole,Brookline ,MA,United States,7/11/07 11:18,Visa,4024007116380840
1/12/09 19:47,Product1,Blanca Gabriela ,Irving ,TX,United States,12/10/08 21:49,Diners Club,36922031691648
1/10/09 8:33,Product2,Patricia ,Portola Valley ,CA,United States,2/4/07 10:09,Discover,6011511405854118
1/16/09 2:41,Product3,Kristyn,Kearns ,UT,United States,1/15/09 18:01,MasterCard,5465118225501300
1/16/09 18:36,Product1,Elizabeth,Wollongong,New South Wales,Australia,11/1/08 16:32,Visa,4929478794828457
1/20/09 8:10,Product1,Cathy,Brooklyn ,NY,United States,8/5/07 18:52,American Express,347447171664472
1/10/09 8:13,Product1,suzanne,Lemont ,IL,United States,1/9/09 19:15,Diners Club,30096091605875
1/21/09 11:36,Product1,nicole,Oslo,Oslo,Norway,12/23/08 12:02,Discover,6011436908104532
1/21/09 14:06,Product1,Sean,Wantagh,NY,United States,1/21/09 12:00,MasterCard,5244811521312103
1/19/09 19:07,Product1,Harriet,Fort Oglethorpe ,GA,United States,1/19/09 16:52,Visa,4929518306916827
1/18/09 6:27,Product1,Janine,Corbin City ,NJ,United States,10/27/05 19:22,American Express,372170936577890
1/20/09 11:58,Product1,Debora,Lakeside ,CA,United States,11/1/08 23:14,Diners Club,30115550860498
1/20/09 16:32,Product1,Vishpala,Margate ,FL,United States,1/2/08 9:52,Discover,6011025780145810
1/21/09 14:55,Product1,john,New York ,NY,United States,1/21/09 10:23,Visa,4716331296479633
1/11/09 22:22,Product2,STEPHANIE,Mona Vale,New South Wales,Australia,12/30/08 17:48,American Express,370453055040292
1/21/09 14:25,Product1,Tricia,Castricum,Noord-Holland,Netherlands,12/28/07 15:28,Diners Club,30203258689359
1/18/09 16:50,Product1,Celina,North Brunswick ,NJ,United States,1/18/09 16:25,Discover,6011033778582341
1/21/09 12:08,Product2,Rosemary,Jacksonville ,FL,United States,1/21/09 11:39,MasterCard,5440559871718716
1/22/09 6:41,Product1,Patrick,Baytown ,TX,United States,1/22/09 4:32,Visa,4539417253074221
1/12/09 9:23,Product1,Jacob,Winter Haven ,FL,United States,1/10/09 14:55,American Express,378116255997205
1/22/09 8:23,Product1,elisabeth,Gonzaga Univ ,WA,United States,1/22/09 7:55,Diners Club,30120067394890
1/21/09 2:15,Product1,Kevin ,London,England,United Kingdom,1/8/09 2:50,MasterCard,5200039383402943
1/16/09 1:07,Product2,Lesley,Cork,Cork,Ireland,1/14/09 4:10,American Express,348964412426239
1/20/09 8:51,Product1,Marie,Winchester ,MA,United States,7/23/08 14:59,Diners Club,30027146270100
1/23/09 3:33,Product2,Anja Langer,Saint Paul ,MN,United States,1/23/09 3:00,Visa,4485992744213764
1/23/09 3:30,Product1,Larry,Naarden,Noord-Holland,Netherlands,1/23/09 3:27,American Express,348605573992424
1/10/09 4:04,Product1,Jessica,Oldenburg,Lower Saxony,Germany,12/20/08 8:41,Diners Club,30181920069921
1/21/09 14:15,Product1,Eric,Ely ,NV,United States,1/21/09 13:56,MasterCard,5172737683793903
1/21/09 6:39,Product1,Miriane,Norfolk ,VA,United States,7/30/07 21:10,Visa,4024007129481924
1/19/09 8:14,Product1,Jeff,Houston ,TX,United States,1/4/09 12:39,American Express,341681476550350
1/23/09 8:00,Product1,christina,Chepel,Budapest,Hungary,1/22/09 9:55,Diners Club,38337496185325
1/22/09 23:35,Product1,Shannon,Buffalo Grove ,IL,United States,1/22/09 23:23,Discover,6011866306912674
1/14/09 3:09,Product1,Angela,Newburgh,Scotland,United Kingdom,4/25/07 5:08,MasterCard,5380552262028219
1/16/09 1:51,Product1,Angela,Vienna,Vienna,Austria,1/16/09 1:38,Visa,4485902733559598
1/21/09 7:59,Product1,Helen,Mechanics Grove ,PA,United States,4/7/08 17:15,American Express,378751267047548
1/23/09 7:37,Product2,Fatisha,Miami ,FL,United States,1/23/09 6:32,Diners Club,30135560631408
1/18/09 14:39,Product1,Nina,Silver Spring ,MD,United States,1/5/09 15:43,Discover,6011276500522644
1/24/09 9:01,Product2,Barbara,Kirriemuir,Scotland,United Kingdom,1/24/09 8:02,MasterCard,5113283877435532
1/15/09 1:41,Product1,Karen,Roquefort,Provence-Alpes-Cote d'Azur,France,1/14/09 4:13,Visa,4532715500430089
1/17/09 7:23,Product1,Georgina,Portland ,OR,United States,11/28/07 10:05,American Express,345947816635243
1/23/09 11:37,Product1,Kellie,Staten Island ,NY,United States,1/23/09 10:42,Diners Club,30294138910313
1/19/09 15:02,Product1,Terry,San Antonio ,TX,United States,1/19/09 14:43,Discover,6011714242716603
1/11/09 7:10,Product2,LAURIE,Guildford,England,United Kingdom,3/7/06 5:47,MasterCard,5498240106675556
1/10/09 3:28,Product1,frauke,Horten,Vestfold,Norway,11/24/08 15:50,Visa,4844586941312795
1/17/09 14:02,Product1,Simone,San Antonio ,TX,United States,12/7/05 19:48,Diners Club,30276037782794
1/25/09 0:09,Product1,Hilde ,Princeville ,HI,United States,6/20/08 22:08,Discover,6011825305629358
1/11/09 15:59,Product1,kirsten,Bishops Stortford,England,United Kingdom,1/17/06 8:51,American Express,341980859989114
1/11/09 11:36,Product1,Hollyn,London,England,United Kingdom,10/14/08 14:23,Discover,6011882575755694
1/13/09 14:53,Product1,leiser,N Java ,NY,United States,1/13/09 13:22,MasterCard,5371063809711839
1/16/09 5:07,Product1,Lisa,Brulon,Pays de la Loire,France,8/6/07 7:48,Visa,4532520582902413
1/18/09 17:21,Product1,Nichol Jane,Midland Park ,NJ,United States,1/11/09 20:59,Diners Club,30179237579863
1/13/09 15:18,Product1,Beatriz,Centerport ,NY,United States,1/13/09 14:46,Discover,6011183832264632
1/24/09 8:21,Product1,corina,Neustift am Walde,Vienna,Austria,7/19/05 12:42,MasterCard,5243471626222300
1/24/09 8:25,Product1,manon,Neustift am Walde,Vienna,Austria,7/19/05 12:42,Visa,4024007109683275
1/18/09 13:06,Product1,Isabelle,Shorewood ,MN,United States,1/18/09 8:44,American Express,344002431698852
1/22/09 18:44,Product1,Lynne,Southlake ,TX,United States,1/22/09 17:24,Diners Club,38074993981597
1/13/09 20:22,Product1,Kim,Kelowna,British Columbia,Canada,8/2/08 14:28,MasterCard,5570022581395004
1/26/09 3:43,Product1,Wendy,Lake Mahopac ,NY,United States,1/26/09 3:10,Visa,4024007144801064
1/26/09 3:49,Product2,Jane,Biot,Provence-Alpes-Cote d'Azur,France,3/1/08 0:00,American Express,377425127130502
1/11/09 13:16,Product2,shelby,Plantation ,FL,United States,1/11/09 12:20,Diners Club,36062510305103
1/22/09 15:32,Product1,Tara,Killiney,Dublin,Ireland,2/27/07 11:35,Discover,6011888327263150
1/21/09 11:28,Product1,Heloise ,Arlington ,VA,United States,9/25/05 20:26,MasterCard,5292454912565855
1/26/09 4:30,Product1,Jodie ,Great Falls,Virginia,United States,1/26/09 0:00,American Express,345386090814994
1/11/09 12:12,Product1,Helga,Clontarf,Dublin,Ireland,11/30/05 12:50,Diners Club,30115090081621
1/26/09 10:24,Product1,Eleanor,Vancouver,British Columbia,Canada,12/1/08 18:30,Discover,6011504970916925
1/26/09 8:58,Product1,Miss,London,England,United Kingdom,1/26/09 8:46,MasterCard,5448274055820492
1/18/09 20:16,Product1,Lisa,Princeton ,NJ,United States,1/18/09 19:47,American Express,345347150335791
1/13/09 9:51,Product1,Priska,Calgary,Alberta,Canada,1/4/09 23:43,Diners Club,30068544252597
1/24/09 18:43,Product1,Katrine,North Tustin ,CA,United States,1/11/09 13:33,Discover,6011953524120437
1/26/09 6:25,Product1,prof,Gladwyne ,PA,United States,1/19/09 6:38,Visa,4485545505794933
1/21/09 16:57,Product1,KeithMichelle,Houston ,TX,United States,1/21/09 16:37,American Express,349012217959894
1/27/09 5:10,Product1,anissa,Slough,England,United Kingdom,1/15/09 10:07,Diners Club,30029795633844
1/20/09 7:08,Product2,Miye,Downingtown ,PA,United States,1/19/09 8:06,MasterCard,5255955850327889
1/27/09 2:26,Product1,Heidi,MT Pleasant ,TX,United States,1/27/09 2:16,Visa,4929576115175589
1/13/09 8:11,Product2,Daniele,Katy ,TX,United States,5/27/08 11:01,American Express,347540722381099
1/10/09 9:18,Product1,luisa,Gorey, ,Jersey,5/9/06 10:43,Diners Club,30142689140675
1/12/09 10:06,Product1,Tina,Calgary,Alberta,Canada,1/10/09 14:15,Discover,6011697929403225
1/27/09 15:28,Product1,Katherine,Corrales ,NM,United States,1/17/09 17:52,MasterCard,5266881801958332
1/25/09 8:32,Product1,L,Alcona,Ontario,Canada,9/17/07 17:41,American Express,348684743065080
1/23/09 22:19,Product1,Diana,Kuala Lumpur,Kuala Lumpur,Malaysia,1/23/09 22:10,Diners Club,38479933430326
1/18/09 3:46,Product1,Marina,Nerang,Queensland,Australia,1/18/09 0:54,Discover,6011471053978190
1/28/09 0:40,Product1,Natalie ,Bryceville ,FL,United States,1/27/09 22:04,MasterCard,5464996699764897
1/18/09 13:59,Product1,Nita,Sutton,Dublin,Ireland,12/1/05 19:57,Visa,4539854837259920
1/16/09 9:54,Product1,Marian,Durban,KwaZulu-Natal,South Africa,8/3/08 18:20,American Express,342097400255926
1/28/09 7:07,Product1,Kevin,Berkeswell,England,United Kingdom,1/28/09 6:57,Diners Club,30173936734093
1/28/09 7:31,Product1,cari,Dryden ,VA,United States,1/28/09 7:22,Discover,6011738302064786
1/18/09 12:32,Product1,Cassandra,Santry,Dublin,Ireland,12/14/08 14:26,MasterCard,5121099297303930
1/13/09 14:05,Product1,Christof and Heidi,Barcelona,Catalonia,Spain,1/9/09 7:54,Visa,4233032892024922
1/28/09 7:49,Product1,Ina,Fayetteville ,NC,United States,1/28/09 7:45,American Express,370063858626500
1/28/09 3:07,Product1,Lisa,Anse Comeau,Quebec,Canada,1/26/09 11:47,Diners Club,30357132354703
1/12/09 15:16,Product1,Camille and Carmen,Thorlakshofn, ,Iceland,1/12/09 11:41,Discover,6011336980275913
1/23/09 9:49,Product1,Ginger,King City,Ontario,Canada,1/23/09 8:18,Visa,4739330768736762
1/24/09 4:01,Product1,breon,Leighton Buzzard,England,United Kingdom,1/7/06 10:56,American Express,375983534412097
1/25/09 18:21,Product1,Marion,Umea,Vasterbotten,Sweden,1/25/09 16:35,Diners Club,30132421706149
1/15/09 10:51,Product1,Pia ,Sola,Rogaland,Norway,1/11/09 8:54,Discover,6011529381721788
1/28/09 12:31,Product1,lilia ,Brooklyn ,NY,United States,1/28/09 12:21,American Express,379015349040866
1/14/09 12:07,Product1,Lainey,Lakeville ,MN,United States,1/13/09 22:28,Diners Club,30006047683579
1/16/09 7:20,Product2,Jag,Saint-Cergues,Rhone-Alpes,France,1/15/09 4:53,Discover,6011608995493701
1/19/09 12:14,Product1,burt,Rathfarnham,Dublin,Ireland,5/10/08 7:07,MasterCard,5253595400625531
1/13/09 15:19,Product2,Maggie,Paris,Ile-de-France,France,6/27/07 4:41,Visa,4716433190777581
1/18/09 8:56,Product1,Stanford,Howell ,MI,United States,1/30/08 13:16,American Express,342548132247185
1/12/09 18:24,Product1,Anthony,Victor ,NY,United States,12/18/08 7:14,MasterCard,5112858295585322
1/18/09 4:01,Product1,Eleanor,Fairbanks ,AK,United States,1/6/09 0:18,Visa,4716821013746017
1/16/09 10:58,Product1,GAIA,Soro,Vestsjalland,Denmark,7/27/07 7:22,American Express,343483273494967
1/13/09 8:20,Product1,Zane,Warlingham,England,United Kingdom,3/4/05 5:51,Diners Club,30213994432899
1/12/09 1:42,Product1,Beate,Hamburg,Hamburg,Germany,1/7/09 7:56,Discover,6011079444396392
1/28/09 13:07,Product1,BALA,Accokeek ,MD,United States,11/29/07 5:56,MasterCard,5195390426492616
1/29/09 5:43,Product1,Mrs,Sunnyvale ,CA,United States,1/29/09 5:18,Visa,4929365939562481
1/29/09 5:30,Product1,Vanessa,Ithaca ,NY,United States,1/29/09 4:49,American Express,345162905223634
1/13/09 18:08,Product1,Amanda,Houston ,TX,United States,1/13/09 17:02,Diners Club,36578214285713
1/23/09 15:33,Product1,T,Brooklyn ,NY,United States,1/23/09 14:18,Discover,6011258574424683
1/29/09 12:28,Product1,Alva and Martin,Great Falls ,VA,United States,5/21/07 14:57,MasterCard,5585044143102598
1/13/09 11:31,Product1,Anett,Gosport,England,United Kingdom,1/9/09 11:30,Visa,4532582552874121
1/29/09 10:09,Product2,Jacqui,Scottsdale ,AZ,United States,1/29/09 9:59,American Express,370251480005280
1/29/09 15:08,Product1,KERRY,Sunnyvale ,CA,United States,1/29/09 14:04,Diners Club,30212483499641
1/22/09 22:16,Product2,leanne,Clyde Hill ,WA,United States,1/17/09 23:28,MasterCard,5435332276367308
1/11/09 12:22,Product1,Marina,Minneapolis ,MN,United States,1/11/09 7:18,Visa,4539222323713224
1/17/09 9:49,Product1,Kathrin,Abu Dhabi,Abu Zaby,United Arab Emirates,2/27/08 20:02,American Express,347885428606566
1/28/09 1:38,Product1,Kate,Stockholm,Stockholm,Sweden,4/16/07 12:58,Diners Club,30353890974436
1/19/09 10:32,Product1,Maie,Queen Creek ,AZ,United States,1/6/09 17:57,Discover,6011291838845757
1/26/09 12:05,Product1,verena,Queen Creek ,AZ,United States,1/6/09 17:57,MasterCard,5105239269697949
1/26/09 11:38,Product1,Gabriella,Austin ,TX,United States,1/26/09 7:16,American Express,371307207722539
1/11/09 14:56,Product1,Nicole,Aardal,Sogn og Fjordane,Norway,1/5/09 5:51,Diners Club,38780579302475
1/30/09 20:36,Product1,Renee,Edinburg ,TX,United States,1/30/09 20:05,Discover,6011312176484478
1/17/09 11:09,Product1,Joachim,Fortaleza,Ceara,Brazil,1/17/09 10:46,Visa,4929392021316618
1/31/09 7:22,Product1,Monica ,Weston ,CT,United States,2/29/08 17:34,American Express,372161930327580
1/31/09 9:12,Product1,Nanci,Reading,England,United Kingdom,8/28/08 10:22,Diners Club,30373788101272
1/31/09 8:56,Product1,Laura,Coconut Grove ,FL,United States,1/31/09 8:03,Discover,6011391296127969
1/31/09 9:00,Product1,ciara and mike,London,England,United Kingdom,1/31/09 8:32,MasterCard,5397498456769526
1/11/09 14:07,Product1,Sarah,San Francisco ,CA,United States,1/11/09 13:08,Visa,4485372079024195
1/31/09 11:14,Product2,Ulrika,Scottsdale ,AZ,United States,1/31/09 11:10,Diners Club,30235953099609
1/22/09 12:32,Product1,Tejal,London,England,United Kingdom,1/2/08 9:51,MasterCard,5568821522455890
1/18/09 6:09,Product1,Ignacio,Engleside ,VA,United States,5/21/07 18:56,Visa,4539028567312577
1/24/09 7:14,Product1,nihan,Roanoke ,VA,United States,3/2/08 7:35,American Express,344406938582479
1/24/09 11:05,Product1,alan,Norcross ,GA,United States,7/30/07 15:16,Diners Club,38578080831978
1/24/09 17:06,Product1,Tracey,Saint Catharines,Ontario,Canada,1/24/09 15:51,MasterCard,5512919512427478
1/12/09 14:50,Product1,Holly,Arlington ,MA,United States,1/12/09 9:54,Diners Club,30029547442338
1/26/09 4:53,Product1,Gerardo,London,England,United Kingdom,1/26/09 4:12,Discover,6011636490879017
1/23/09 21:41,Product1,Joanne,Oak Park ,MI,United States,12/26/08 11:00,MasterCard,5265832216841218
1/10/09 7:55,Product1,Laura,Jumeira,Dubayy,United Arab Emirates,1/7/09 9:47,American Express,344503268182738
1/28/09 20:44,Product1,Whitney,Falmouth ,VA,United States,1/28/09 19:36,Diners Club,38051644237041
1/19/09 8:52,Product1,Pam,Richmond ,TX,United States,1/6/09 15:24,Discover,6011928239326248
1/15/09 7:26,Product1,Celina,Den Haag,Zuid-Holland,Netherlands,1/14/09 0:00,MasterCard,5532341463801252
1/30/09 19:12,Product1,Heather,Ooltewah ,TN,United States,1/30/09 18:54,Visa,4916808449715060
1/28/09 20:59,Product1,Michele ,Austin ,TX,United States,1/28/09 9:40,American Express,348881538274535
1/10/09 21:36,Product1,Craig,Seattle ,WA,United States,8/10/08 16:47,Diners Club,30196896273554
1/25/09 19:59,Product1,Kim,Seattle ,WA,United States,8/13/08 18:27,Discover,6011782142098570
